,safegraph_place_id,parent_safegraph_place_id,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags
179785,sg:144af785cad649d795ac2cdd27693b37,,Gartin Franklin P Dntst,,,Offices of Dentists,Offices of Dentists,621210.0,35.451931,-97.441895,1225 S Sunnylane Rd,Oklahoma City,OK,73115,US,14056771121.0,,
180990,sg:6ed0865edbe24604b27a8d01322f937f,,Hope Memorial Baptist Church,,,Religious Organizations,Religious Organizations,813110.0,35.500139000000004,-97.490936,1204 NE 30th St,Oklahoma City,OK,73111,US,14054245539.0,,
181485,sg:92ad8ad67a6647f5b060137f37c90ece,,Jamie J Beam Real Estate Professional,,,Offices of Real Estate Agents and Brokers,Offices of Real Estate Agents and Brokers,531210.0,35.528775,-97.535964,5629 N Classen Blvd,Oklahoma City,OK,73118,US,14056412180.0,"{ ""Mon"": [[""9:00"", ""21:00""]], ""Tue"": [[""9:00"", ""21:00""]], ""Wed"": [[""9:00"", ""21:00""]], ""Thu"": [[""9:00"", ""21:00""]], ""Fri"": [[""9:00"", ""21:00""]], ""Sat"": [[""9:00"", ""21:00""]], ""Sun"": [[""13:00"", ""18:00""]] }",
182152,sg:c3ce4779244a4a4ab67a4efecf4d7d7a,,Al's Tires & Alignment,,,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,441310.0,35.492678999999995,-97.345388,10500 NE 23rd St,Oklahoma City,OK,73141,US,14057695689.0,,
183102,sg:0bbf09898e94453dacce9b1189b8d266,,Putnam North Animal Hospital,,,"Other Professional, Scientific, and Technical Services",Veterinary Services,541940.0,35.596089,-97.639507,12401 N Rockwell Ave,Oklahoma City,OK,73142,US,14057224777.0,"{ ""Mon"": [[""7:00"", ""18:00""]], ""Tue"": [[""7:00"", ""18:00""]], ""Wed"": [[""7:00"", ""18:00""]], ""Thu"": [[""7:00"", ""18:00""]], ""Fri"": [[""7:00"", ""18:00""]], ""Sat"": [[""7:00"", ""12:00""]], ""Sun"": [] }",
183191,sg:1258c3ad19b0457fa10eea1b0552c13f,,Swaim Serum Co,,,Other Miscellaneous Store Retailers,Pet and Pet Supplies Stores,453910.0,35.449463,-97.55495400000001,1601 S Agnew Ave,Oklahoma City,OK,73108,US,,"{ ""Mon"": [[""8:00"", ""18:00""]], ""Tue"": [[""8:00"", ""18:00""]], ""Wed"": [[""8:00"", ""18:00""]], ""Thu"": [[""8:00"", ""18:00""]], ""Fri"": [[""8:00"", ""18:00""]], ""Sat"": [[""8:00"", ""12:00""]], ""Sun"": [] }",
183493,sg:26d350138a0342c39140d62cd62b2e27,,Manorcare Health Services,,,Offices of Other Health Practitioners,Offices of Mental Health Practitioners (except Physicians),621330.0,35.523852000000005,-97.568635,5301 N Brookline Ave,Oklahoma City,OK,73112,US,14059463351.0,,
183791,sg:3ce6786a9cba4d0982c28e199e3cad0c,,All Day Movers,,,"Office Supplies, Stationery, and Gift Stores","Gift, Novelty, and Souvenir Stores",453220.0,35.465374,-97.551624,2300 W Lindley Ave,Oklahoma City,OK,73107,US,14057350118.0,,
184059,sg:4ef0b8564d494cafb2242a48a8d15c29,,OKC Auto Works,,,Automotive Repair and Maintenance,"Automotive Body, Paint, and Interior Repair and Maintenance",811121.0,35.377790000000005,-97.499809,701 SE 89th St,Oklahoma City,OK,73149,US,14056348200.0,"{ ""Mon"": [[""7:00"", ""18:00""]], ""Tue"": [[""7:00"", ""18:00""]], ""Wed"": [[""7:00"", ""18:00""]], ""Thu"": [[""7:00"", ""18:00""]], ""Fri"": [[""7:00"", ""18:00""]], ""Sat"": [], ""Sun"": [] }",
184433,sg:6b5c2b58766d49e3aa9e27164ed34e08,,McGovern Education Group,,,"Colleges, Universities, and Professional Schools","Colleges, Universities, and Professional Schools",611310.0,35.522656,-97.51127199999999,19 NE 50th St,Oklahoma City,OK,73105,US,14053787700.0,"{ ""Mon"": [[""10:00"", ""17:00""]], ""Tue"": [[""10:00"", ""17:00""]], ""Wed"": [[""10:00"", ""17:00""]], ""Thu"": [[""10:00"", ""17:00""]], ""Fri"": [[""10:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",
185393,sg:b2f6de18daa848c3a43fb5aa418a2c73,,AutoZone,SG_BRAND_87681bc51c663efbbf7272e0f1262e9b,AutoZone,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,441310.0,35.377573,-97.53857099999999,1245 SW 89th St,Oklahoma City,OK,73139,US,14056312223.0,"{ ""Mon"": [[""7:30"", ""24:00""]], ""Tue"": [[""7:30"", ""24:00""]], ""Wed"": [[""7:30"", ""24:00""]], ""Thu"": [], ""Fri"": [[""7:30"", ""24:00""]], ""Sat"": [[""7:30"", ""24:00""]], ""Sun"": [[""9:00"", ""24:00""]] }",
185515,sg:bcab4bfa35cd4848ab97fa38184cd0ff,,PB Sports,,,"Office Supplies, Stationery, and Gift Stores","Gift, Novelty, and Souvenir Stores",453220.0,35.562993,-97.65678199999999,9113 N Council Rd,Oklahoma City,OK,73132,US,14052001825.0,"{ ""Mon"": [[""10:00"", ""17:00""]], ""Tue"": [[""10:00"", ""17:00""]], ""Wed"": [[""10:00"", ""17:00""]], ""Thu"": [[""10:00"", ""17:00""]], ""Fri"": [[""10:00"", ""17:00""]], ""Sat"": [[""10:00"", ""14:00""]], ""Sun"": [] }",
185677,sg:cb15c9a381b34e4f92d16223e21442ef,sg:c43cb9fff0e3460c8c651e2b7fda352a,Great Clips,SG_BRAND_2455d18c3dd9107af26c64a7f7248edd,Great Clips,Personal Care Services,Beauty Salons,812112.0,35.494332,-97.549689,2131 NW 23rd St,Oklahoma City,OK,73107,US,14057020270.0,,
187167,sg:399232d8ae4c4f8bb94bd4da77e6a34a,,Arby's,SG_BRAND_f004042e34f9a89a218a216365ccd2c4,Arby's,Restaurants and Other Eating Places,Limited-Service Restaurants,722513.0,35.565866,-97.551309,2121 W Britton Rd,Oklahoma City,OK,73120,US,14057514173.0,,"Counter Service,Lunch,Fast Food,Drive Through,Breakfast,Dinner,Burgers"
187449,sg:4e1f7aa685424d288cfa66b1c8cc5c90,,North Winds Living Center,,,Home Health Care Services,Home Health Care Services,621610.0,35.508773,-97.582949,3718 N Portland Ave,Oklahoma City,OK,73112,US,14059421014.0,,
189730,sg:f9f0a85294704849b5c97b480646afe7,,Brown's Coins & Stamps,,,"Sporting Goods, Hobby, and Musical Instrument Stores","Hobby, Toy, and Game Stores",451120.0,35.435532,-97.523163,537 SW 29th St,Oklahoma City,OK,73109,US,14056326093.0,"{ ""Mon"": [[""10:00"", ""15:00""]], ""Tue"": [[""10:00"", ""15:00""]], ""Wed"": [[""10:00"", ""15:00""]], ""Thu"": [[""10:00"", ""15:00""]], ""Fri"": [], ""Sat"": [], ""Sun"": [] }",
190144,sg:176bcffde7004e0a82a013c4ee970466,,Touchstone Imaging Oklahoma City,,,Medical and Diagnostic Laboratories,Medical Laboratories,621511.0,35.527008,-97.57928100000001,3500 NW 56th St Ste 105,Oklahoma City,OK,73112,US,14059430055.0,"{ ""Mon"": [[""7:00"", ""21:00""]], ""Tue"": [[""7:00"", ""21:00""]], ""Wed"": [[""7:00"", ""21:00""]], ""Thu"": [[""7:00"", ""21:00""]], ""Fri"": [[""7:00"", ""21:00""]], ""Sat"": [], ""Sun"": [] }",
190269,sg:1fd27efbda2f4dd68877dccea642e245,,Nhinja Sushi Rockwell,,,,,,35.59493,-97.63977299999999,12305 N Rockwell Ave,Oklahoma City,OK,73142,US,14054706044.0,"{ ""Mon"": [[""11:00"", ""21:00""]], ""Tue"": [[""11:00"", ""21:00""]], ""Wed"": [[""11:00"", ""21:00""]], ""Thu"": [[""11:00"", ""21:00""]], ""Fri"": [[""11:00"", ""21:00""]], ""Sat"": [[""11:00"", ""21:00""]], ""Sun"": [[""11:00"", ""21:00""]] }",
190585,sg:3474f9cd13764168a567012fb98f2eee,,Good Shepherd Missionary Baptist Church,,,Religious Organizations,Religious Organizations,813110.0,35.498893,-97.50079000000001,701 NE 28th St,Oklahoma City,OK,73105,US,14055255568.0,,
190761,sg:41dd7ab0b09546148d52274a6721b7bf,,Varley's Auto & Performance,,,Automotive Repair and Maintenance,General Automotive Repair,811111.0,35.501176,-97.529627,3114 N Western Ave,Oklahoma City,OK,73118,US,14055241936.0,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",
191224,sg:646ba4c7a3f84f34aacdf110fddc6d96,,Queen's Beauty Supply,,,Personal Care Services,Beauty Salons,812112.0,35.420374,-97.456572,3200 SE 44th St,Oklahoma City,OK,73135,US,14056772939.0,,
191292,sg:69258bf94b1a4d1eb8cd8aac5b3bba9e,,Favorites Restaurant 2,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,35.401574,-97.507489,6318 S Shields Blvd,Oklahoma City,OK,73149,US,14056326659.0,,
191681,sg:8788761536a14509a8b6943e5ed921e4,,Paradise Temple Penticostal Church,,,Religious Organizations,Religious Organizations,813110.0,35.480821,-97.48745600000001,1404 NE Euclid St,Oklahoma City,OK,73117,US,14054277707.0,,
191717,sg:8a11298cf2c44200b004c3900a544579,,Two Men And A Truck,SG_BRAND_42bfde79ee500bbc633530f73a43bce4,Two Men And A Truck,Specialized Freight Trucking,Used Household and Office Goods Moving,484210.0,35.469039,-97.681009,216 N Cooley Dr,Oklahoma City,OK,73127,US,14053101698.0,,
192504,sg:c5cc321320284576b0b3f49cccf28e4e,,Herban Gardens,,,Personal and Household Goods Repair and Maintenance,Home and Garden Equipment Repair and Maintenance,811411.0,35.462688,-97.53308100000001,311 S Klein Ave,Oklahoma City,OK,73108,US,14055093183.0,,
192783,sg:db5e1f82bbbb47e996cf8658ae0e92a9,,Herban Mother LLC,,,Drugs and Druggists' Sundries Merchant Wholesalers,Drugs and Druggists' Sundries Merchant Wholesalers,424210.0,35.578302,-97.567561,10717 N May Ave Ste D,Oklahoma City,OK,73120,US,14052422047.0,"{ ""Mon"": [], ""Tue"": [[""11:00"", ""18:00""]], ""Wed"": [[""11:00"", ""18:00""]], ""Thu"": [[""11:00"", ""18:00""]], ""Fri"": [[""11:00"", ""18:00""]], ""Sat"": [[""11:00"", ""18:00""]], ""Sun"": [] }",
193435,sg:0bf6a90768ef4a5887086ea8e3823848,,Great Plains Family Practice,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,35.526975,-97.57927,3500 NW 56th St Ste 100,Oklahoma City,OK,73112,US,,,
193995,sg:323200a400204df8a408b42f26bf9867,,Big Ed's Hamburgers,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,35.593914,-97.55094799999999,12209 N Pennsylvania Ave,Oklahoma City,OK,73120,US,14057552108.0,"{ ""Mon"": [[""11:00"", ""19:30""]], ""Tue"": [[""11:00"", ""19:30""]], ""Wed"": [[""11:00"", ""19:30""]], ""Thu"": [[""11:00"", ""19:30""]], ""Fri"": [[""11:00"", ""19:30""]], ""Sat"": [[""11:00"", ""15:30""]], ""Sun"": [] }",Burgers
194117,sg:3ad3480dd9174b768891c55c211183ec,,Car Cab Wrecker Service,,,Support Activities for Road Transportation,Motor Vehicle Towing,488410.0,35.535798,-97.62576999999999,6309 Bryant Ct,Oklahoma City,OK,73122,US,,,
195333,sg:956a777583884199bae214159fee7230,,Plaza Auto Sales,,,Automobile Dealers,Used Car Dealers,441120.0,35.439138,-97.530423,2601 S Western Ave,Oklahoma City,OK,73109,US,14052251181.0,,
195608,sg:aa68a8f5a95347689693a399cde9f032,,INTEGRIS Health,SG_BRAND_714773b72fe5fddd0f27426485ff3532,INTEGRIS Health,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,35.610576,-97.623115,5915 W Memorial Rd Ste 301,Oklahoma City,OK,73142,US,14054706024.0,,
196654,sg:fb2cd02746b54e048227eb45d40e6b42,,Promotion Physical Therapy,,,Offices of Other Health Practitioners,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",621340.0,35.537203999999996,-97.524215,801 NW 63rd St,Oklahoma City,OK,73116,US,14058799997.0,,
196658,sg:fb45d3606c3b437996103a67f5d526eb,,Southern Hills Baptist Church,,,Religious Organizations,Religious Organizations,813110.0,35.379574,-97.548806,8601 S Pennsylvania Ave,Oklahoma City,OK,73159,US,14056821636.0,,
197068,sg:17cd3e78d7154f698c1645d801a85646,,Kelly S Blake MD,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,35.611282,-97.599987,13900 Quailbrook Dr,Oklahoma City,OK,73134,US,,,
197563,sg:39694112f7444b01b3b2f1b6121ab0fc,,D I A Cleaning Service,,,Services to Buildings and Dwellings,Carpet and Upholstery Cleaning Services,561740.0,35.590181,-97.550267,2105 NW 118th Ter,Oklahoma City,OK,73120,US,15802327364.0,,
197697,sg:42679abec78f4e169c792758cf144d0e,,A1 Pet Emporium,,,Other Miscellaneous Store Retailers,Pet and Pet Supplies Stores,453910.0,35.566796000000004,-97.568825,2911 W Britton Rd,Oklahoma City,OK,73120,US,14057491738.0,,
197998,sg:58160b2227a04542ad017baea914f345,,Bodine Es,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110.0,35.411225,-97.461134,5301 S Bryant Ave,Oklahoma City,OK,73129,US,14055872500.0,,
198058,sg:5da99ca7953d46c2b437514161981a66,,Today Clinic,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,35.421186999999996,-97.488982,1317 SE 44th St,Oklahoma City,OK,73129,US,,,
198150,sg:648235d19e784917ac416506132b4ffa,sg:bcbd5a54bb204f1abd256c2bb99761b5,Carter's,SG_BRAND_e84600785db54c257448cd6b0e5343cb,Carter's,Clothing Stores,Children's and Infants' Clothing Stores,448130.0,35.462449,-97.64917700000001,7638 W Reno Ave # E550,Oklahoma City,OK,73127,US,,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [], ""Fri"": [[""10:00"", ""21:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [[""11:00"", ""19:00""]] }",
198273,sg:6e332745d507408ba46d1261a543c4f8,,Bobbie K Bartlett DDS,,,Offices of Dentists,Offices of Dentists,621210.0,35.400657,-97.530478,6521 S Western Ave,Oklahoma City,OK,73139,US,,"{ ""Mon"": [[""8:00"", ""17:30""]], ""Tue"": [[""8:00"", ""17:30""]], ""Wed"": [[""8:00"", ""17:30""]], ""Thu"": [[""8:00"", ""17:30""]], ""Fri"": [], ""Sat"": [], ""Sun"": [] }",
198557,sg:83f9684dcc4c427e914532cea7404fd0,,Kiddie Village Child Development Center,,,Child Day Care Services,Child Day Care Services,624410.0,35.469967,-97.49861999999999,801 NE 2nd St,Oklahoma City,OK,73104,US,14052359833.0,,
199172,sg:b5e8fa82b56a4881aebc3c6d64da427a,,God's Chosen People,,,Religious Organizations,Religious Organizations,813110.0,35.481379,-97.54352,1900 NW 12th St,Oklahoma City,OK,73106,US,14055253911.0,,
199815,sg:e3b3ecc73f0e474aac69aa0979a90bb0,,Hibachi Supreme Buffet,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,35.39045,-97.532658,1012 W I 240 Service Rd,Oklahoma City,OK,73139,US,14056079333.0,,"Buffet,Japanese Food,Chinese Food"
200081,sg:fb1d9d7f270b49aea0b5d1e75494aadc,,Bankers Insurance Group,,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210.0,35.566886,-97.653097,9500 Westgate Rd Ste 115-130,Oklahoma City,OK,73162,US,14056016131.0,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",
200365,sg:1004c01e5e85415b81fcf2af408a511a,,Specialized Physical Therapy,,,Offices of Other Health Practitioners,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",621340.0,35.377472,-97.527782,817 SW 89th St,Oklahoma City,OK,73139,US,14056359995.0,,
201131,sg:456bcc71629f43ef913416a7699bc7b2,,Ann Taylor,SG_BRAND_75686c13988a01c9,Ann Taylor,Clothing Stores,Women's Clothing Stores,448120.0,35.524993,-97.544809,1901 NW Expressway,Oklahoma City,OK,73118,US,14058416882.0,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""21:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [[""12:00"", ""18:00""]] }",
201149,sg:46d70ef94739406ba2ba3c2a03d081b5,sg:8bf842a21ef84a4d8ee76296f8f96d59,North Pole Adventure,,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940.0,35.394052,-97.552167,2215 W Interstate 240 Service Rd,Oklahoma City,OK,73159,US,14056268998.0,,
201722,sg:72e26866b39b4c06a7bc33386e1d6ad6,sg:5aa3ed53c73743dca5f3dc7203750543,Kirkland's,SG_BRAND_543ea0e2c9bb3d317e9712f42f35e1d2,Kirkland's,Other Miscellaneous Store Retailers,All Other Miscellaneous Store Retailers (except Tobacco Stores),453998.0,35.526515,-97.53652199999999,1715 Belle Isle Blvd,Oklahoma City,OK,73118,US,14058437857.0,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""21:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [[""12:00"", ""18:00""]] }",
201755,sg:75ec1af338f14681a4839dc428378a1e,,Family Dollar Stores,SG_BRAND_6db086b96ff72a99a60c4a182d90fe10,Family Dollar Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319.0,35.479215,-97.59966,4411 NW 10th St,Oklahoma City,OK,73107,US,14059462110.0,"{ ""Mon"": [[""9:00"", ""22:00""]], ""Tue"": [[""9:00"", ""22:00""]], ""Wed"": [[""9:00"", ""22:00""]], ""Thu"": [[""9:00"", ""22:00""]], ""Fri"": [[""9:00"", ""22:00""]], ""Sat"": [[""9:00"", ""22:00""]], ""Sun"": [[""9:00"", ""21:00""]] }",
202444,sg:acd3ee1dd7f4405f8fcbaded7a618ef4,sg:2174da7b4ae94415b1d3efb8ee453c66,Hyde H Clark MD,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,35.606851,-97.598391,4140 W Memorial Rd Ste 422,Oklahoma City,OK,73120,US,,,
203883,sg:176a02066cab4576b8138f769c653719,sg:8f1b75f27d594469b94e00c537242226,All About Pets,,,Other Miscellaneous Store Retailers,Pet and Pet Supplies Stores,453910.0,35.349214,-97.531669,11811 S Western Ave,Oklahoma City,OK,73170,US,14056928000.0,,
203887,sg:17857ff1adb240f8af3cd85849c5f316,,Cannabis Cabinet,,,Drugs and Druggists' Sundries Merchant Wholesalers,Drugs and Druggists' Sundries Merchant Wholesalers,424210.0,35.385038,-97.530427,8121 S Western Ave Ste J,Oklahoma City,OK,73139,US,,,
204196,sg:2c417ab26c50406aaff81c40faab002c,,Dana B Price DDS,,,Offices of Dentists,Offices of Dentists,621210.0,35.528176,-97.535629,5601 N Classen Blvd,Oklahoma City,OK,73118,US,14058486744.0,"{ ""Mon"": [[""7:30"", ""16:00""]], ""Tue"": [[""7:30"", ""16:00""]], ""Wed"": [[""7:30"", ""16:00""]], ""Thu"": [[""7:30"", ""16:00""]], ""Fri"": [], ""Sat"": [], ""Sun"": [] }",
206167,sg:be20ddf3ae0c44d3ab29dd38b8e872ce,,New Life Spa and Massage,,,Personal Care Services,Other Personal Care Services,812199.0,35.439233,-97.60039300000001,2600 S Meridian Ave,Oklahoma City,OK,73108,US,14056051242.0,"{ ""Mon"": [[""9:00"", ""23:00""]], ""Tue"": [[""9:00"", ""23:00""]], ""Wed"": [[""9:00"", ""23:00""]], ""Thu"": [[""9:00"", ""23:00""]], ""Fri"": [[""9:00"", ""23:00""]], ""Sat"": [[""9:00"", ""23:00""]], ""Sun"": [[""9:00"", ""23:00""]] }",
206616,sg:df3348001663492683f416e4af205a93,,United States Postal Service (USPS),SG_BRAND_27ee73cd1fb6f5e432852fea401eacce,United States Postal Service (USPS),Postal Service,Postal Service,491110.0,35.566103999999996,-97.518676,301 W Britton Rd,Oklahoma City,OK,73114,US,,,
207052,sg:04712daaf67e4f9f8c95083b945c01c8,,United Tribe For Christ Fellowship,,,Religious Organizations,Religious Organizations,813110.0,35.39519,-97.29324100000001,13401 SE 71st Ter,Oklahoma City,OK,73150,US,14058699504.0,,
207124,sg:0a636303ae854febb0ee6f88c44f6181,,Fuzzy's Taco,SG_BRAND_c566b6d1c120c4d1f9ff0097661ff238,Fuzzy's Taco,Restaurants and Other Eating Places,Limited-Service Restaurants,722513.0,35.463826,-97.508837,208 Johnny Bench Dr Ste C,Oklahoma City,OK,73104,US,14056023899.0,"{ ""Mon"": [[""10:00"", ""22:00""]], ""Tue"": [[""10:00"", ""22:00""]], ""Wed"": [[""10:00"", ""22:00""]], ""Thu"": [[""10:00"", ""22:00""]], ""Fri"": [[""10:00"", ""23:00""]], ""Sat"": [[""10:00"", ""23:00""]], ""Sun"": [[""10:00"", ""22:00""]] }","Counter Service,Lunch,Mexican Food,Catering,Dinner"
207258,sg:13fe614630764279901c68533b3d0203,,Oklahoma River Cruises Exchange Landing,,,Other Motor Vehicle Dealers,Boat Dealers,441222.0,35.457861,-97.541011,1503 Exchange Ave,Oklahoma City,OK,73108,US,,,
209716,sg:cb3d6c66f00d43c398eda3b60d0af54f,,First Step Inc,,,Child Day Care Services,Child Day Care Services,624410.0,35.485611,-97.456787,3052 NE 16th St,Oklahoma City,OK,73117,US,14054246757.0,,
210265,sg:f47e517d784444fe8cfcb9d0b9d7fdb5,sg:b2bbd2fe8e4d46afa9998520a173f39a,Tropical Smoothie Café,SG_BRAND_321fb519b4bdd1052f599b2740228cc1,Tropical Smoothie Café,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515.0,35.393983,-97.530569,7141 S Western Ave Ste A,Oklahoma City,OK,73139,US,14057027762.0,"{ ""Mon"": [[""7:00"", ""21:00""]], ""Tue"": [[""7:00"", ""21:00""]], ""Wed"": [[""7:00"", ""21:00""]], ""Thu"": [[""7:00"", ""21:00""]], ""Fri"": [[""7:00"", ""21:00""]], ""Sat"": [[""9:00"", ""21:00""]], ""Sun"": [[""9:00"", ""21:00""]] }","Counter Service,Sandwich Shop,Lunch,Breakfast,Smoothie & Juice Bar,Dinner"
212501,sg:9ae76aa9602e440abd92faceb9171b05,,Andrew C Gin MD,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,35.480362,-97.526057,1211 N Shartel Ave Ste 600,Oklahoma City,OK,73103,US,14056829955.0,"{ ""Mon"": [[""8:00"", ""16:00""]], ""Tue"": [[""8:00"", ""16:00""]], ""Wed"": [[""8:00"", ""16:00""]], ""Thu"": [[""8:00"", ""16:00""]], ""Fri"": [[""8:00"", ""16:00""]], ""Sat"": [], ""Sun"": [] }",
212511,sg:9b4a464842c841d0ba7a1613a5aef162,,Ted's Auto Repair,,,Automotive Repair and Maintenance,General Automotive Repair,811111.0,35.435607,-97.512109,5 SE 29th St,Oklahoma City,OK,73129,US,14055160070.0,,
212735,sg:ab6fe70ac1214df183692618ff613dbe,,Kesa McConnell,,,Offices of Dentists,Offices of Dentists,621210.0,35.524778999999995,-97.560225,2620 NW Expressway Ste E,Oklahoma City,OK,73112,US,,"{ ""Mon"": [[""7:30"", ""16:00""]], ""Tue"": [[""7:30"", ""17:00""]], ""Wed"": [[""7:30"", ""16:00""]], ""Thu"": [[""7:30"", ""16:00""]], ""Fri"": [[""7:30"", ""15:00""]], ""Sat"": [], ""Sun"": [] }",
213119,sg:c65c7675cb6540118c75ffc26b16c6ab,,Tiffany Keitz Speech Pathology,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,35.550765999999996,-97.530569,1000 W Wilshire Blvd,Oklahoma City,OK,73116,US,14052545530.0,,
213944,sg:0750949231de4ce7bfffa15a68058410,,Sooner State Bank,,,Depository Credit Intermediation,Commercial Banking,522110.0,35.574242,-97.56775400000001,10301 N May Ave,Oklahoma City,OK,73120,US,14057522265.0,,
214090,sg:1355fa4e95c649a6b648446cff8b8ba9,,Messiah Lutheran School,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110.0,35.532835,-97.582799,3600 NW Expressway,Oklahoma City,OK,73112,US,14059460681.0,,
214529,sg:31103dd2283b4e76a9d3411f9bb1d3a9,,Ustor Reno,,,Lessors of Real Estate,Lessors of Miniwarehouses and Self-Storage Units,531130.0,35.463322999999995,-97.430479,4802 E Reno Ave,Oklahoma City,OK,73117,US,14056723544.0,,
214558,sg:32decdc5c87e44b893ff3cd222d29800,,Johnny's J And L Wholesale,,,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,441310.0,35.453492,-97.516372,1201 S Robinson Ave,Oklahoma City,OK,73109,US,14052352372.0,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [[""10:00"", ""13:00""]], ""Sun"": [] }",
215242,sg:64218e5c188f45239a1a0e09a6a4ba85,,Jason lovette DC,,,Offices of Other Health Practitioners,Offices of Chiropractors,621310.0,35.446432,-97.370011,9045 Harmony Dr,Oklahoma City,OK,73130,US,,,
216093,sg:a0b1c08141594f388aa628cd28129c65,,Clipper 1 Barber & Beauty Shop,,,Personal Care Services,Beauty Salons,812112.0,35.493992999999996,-97.583562,2411 N Portland Ave,Oklahoma City,OK,73107,US,14056551904.0,"{ ""Mon"": [[""10:00"", ""19:00""]], ""Tue"": [[""10:30"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""9:00"", ""19:00""]], ""Sun"": [] }",
216474,sg:c08efcfe4ec4479ca49d6cf989c65ef1,,Red Carpet Car Wash,,,Automotive Repair and Maintenance,Car Washes,811192.0,35.462924,-97.405606,208 S Air Depot Blvd,Oklahoma City,OK,73110,US,14057378807.0,,
216630,sg:cc5db3732b334a5d92a7933e5567545e,,Cannabless NW 23rd St,,,Drugs and Druggists' Sundries Merchant Wholesalers,Drugs and Druggists' Sundries Merchant Wholesalers,424210.0,35.493623,-97.51835600000001,323 NW 23rd St,Oklahoma City,OK,73103,US,,,
